time,sentiment_score,tweet volume,Weighted Sentiment,Volume LINK,open LINK
2021-06-01 00:00:00,0.03234467843610995,23568,762.2993813822393,1198740.88,31.644246666666664
2021-06-01 03:00:00,0.03915905956052937,19750,773.391426320455,407143.67000000004,30.690003333333333
2021-06-01 06:00:00,0.020239276561083146,23477,475.157495824549,376519.03,30.938583333333337
2021-06-01 09:00:00,0.006470430079751599,24964,161.5278165109189,254523.09000000003,29.784106666666663
2021-06-01 12:00:00,0.0854241677689737,36552,3122.4241802915267,539626.78,30.191623333333336
2021-06-01 15:00:00,0.050746999407550106,40993,2080.2717467137013,422922.04999999993,29.85258333333333
2021-06-01 18:00:00,0.06559790290045056,33467,2195.3650163693787,310841.24,29.837796666666666
2021-06-01 21:00:00,-0.03984656694525473,23715,-944.9613351067159,393660.38,30.33089
2021-06-02 00:00:00,0.013595492764292076,20898,284.11860778817584,333352.61,30.37348
2021-06-02 03:00:00,0.03903823874147935,19846,774.7528860633993,179652.68,30.434133333333335
2021-06-02 06:00:00,0.015497104041803635,26953,417.6934452387334,151957.93,30.694173333333335
2021-06-02 09:00:00,0.0553036447180218,30576,1690.9642408982345,209239.53000000003,30.67748333333333
2021-06-02 12:00:00,0.09392973416942847,41862,3932.086531800615,384961.52,30.52038333333333
2021-06-02 15:00:00,0.03835321946578979,40080,1537.1970361888548,418593.26,31.52024
2021-06-02 18:00:00,-0.02974802744234932,30541,-908.5345061167906,240551.64,31.328523333333333
2021-06-02 21:00:00,-0.05682847943417437,24168,-1373.4306909651261,187993.12,30.81078666666667
2021-06-03 00:00:00,0.03758038118370825,21363,802.8296832275594,181192.49,30.489860000000004
2021-06-03 03:00:00,-0.005126917625830216,19439,-99.66215172851356,234639.19,30.94053333333333
2021-06-03 06:00:00,-0.017329473584347697,23761,-411.7656218376856,192158.55,31.76120333333333
2021-06-03 09:00:00,-0.04635340142330052,27647,-1281.5324891499895,313295.79,32.225206666666665
2021-06-03 12:00:00,-0.008175939596924503,33475,-273.6895780070477,413105.94,31.964783333333333
2021-06-03 15:00:00,0.0007969095985832,34317,27.347546694579673,341524.03,31.99244333333333
2021-06-03 18:00:00,-0.03433204605091571,29155,-1000.9508026144474,247511.22999999998,31.969173333333334
2021-06-03 21:00:00,-0.022190629403385745,23302,-517.0860463576946,227452.81,32.05014
2021-06-04 00:00:00,0.015807762208879996,36009,569.2217093795598,964485.04,31.194333333333333
2021-06-04 03:00:00,0.04774875471327038,32337,1544.0514811630242,503472.35,29.972333333333335
2021-06-04 06:00:00,-0.014714982857113257,34061,-501.20703109613464,431866.46,28.36091
2021-06-04 09:00:00,0.012215307945817587,36893,450.65935604504824,333876.4,28.400943333333334
2021-06-04 12:00:00,0.015806580121741624,48048,759.4745616894415,540043.33,28.49871333333333
2021-06-04 15:00:00,0.016662252944197296,45316,755.0666544192446,272859.47,28.776233333333334
2021-06-04 18:00:00,0.005606588165676892,36342,203.75462711702963,247032.44,29.171936666666667
2021-06-04 21:00:00,0.002907889183603872,29779,86.5940319985397,343532.35,29.33381
2021-06-05 00:00:00,0.08052197042115114,26599,2141.803891232199,227191.84,29.41782333333333
2021-06-05 03:00:00,0.09894486661977724,25290,2502.315676814166,118928.74999999999,29.617596666666667
2021-06-05 06:00:00,0.017312554790551583,28654,496.07394496846507,245002.34,29.53334
2021-06-05 09:00:00,-0.009153960596281575,32188,-294.6476836731114,389669.66000000003,28.846926666666672
2021-06-05 12:00:00,-0.016227839680172038,38570,-625.9077764642354,570373.74,27.565086666666662
2021-06-05 15:00:00,-0.022508809515219826,40174,-904.2689134644413,443765.58999999997,27.328706666666665
2021-06-05 18:00:00,-0.049255565239036195,41443,-2041.298390201377,275770.6,27.191573333333334
2021-06-05 21:00:00,-0.07232575183479648,45985,-3325.8996981231157,548204.76,26.661906666666667
2021-06-06 00:00:00,-0.039449913993465056,32022,-1263.265145898738,205108.38999999998,27.19256
2021-06-06 03:00:00,-0.05725167481704903,33161,-1898.5227886081627,238737.13999999998,27.49199333333333
2021-06-06 06:00:00,0.005304356308278314,32961,174.8368882771615,114995.19,27.70893666666667
2021-06-06 09:00:00,-0.02543186552821271,32795,-834.0380299977359,72924.68000000001,27.900869999999998
2021-06-06 12:00:00,-0.03673376410054389,41759,-1533.9652550746123,189736.06,27.34354666666667
2021-06-06 15:00:00,-0.021900451679222128,44309,-970.3871134546532,212789.75,27.572703333333333
2021-06-06 18:00:00,-0.07388260423822687,46171,-3411.233720283173,153992.44,27.15679
2021-06-06 21:00:00,-0.038661989759768804,32463,-1255.0841735713748,116368.04999999999,27.26424
2021-06-07 00:00:00,0.010833281831757339,26317,285.0994779663579,288276.22,27.834923333333332
2021-06-07 03:00:00,0.01631475427069032,26410,430.8726602889314,173930.73,28.165589999999998
2021-06-07 06:00:00,0.08491772614109877,30963,2629.3075545068414,120241.76,27.99135
2021-06-07 09:00:00,0.10008702318429052,34128,3415.769927233467,175469.62,28.120140000000003
2021-06-07 12:00:00,0.01448583306422113,45762,662.9006926848873,196406.03,28.336699999999997
2021-06-07 15:00:00,-0.014093520827501694,43239,-609.3897470603457,274164.1,27.727243333333334
2021-06-07 18:00:00,-0.04152315602492705,44580,-1851.1022955912479,811801.95,26.95694
2021-06-07 21:00:00,-0.07090219352735207,40209,-2850.906299541299,1175427.3499999999,25.261689999999998
2021-06-08 00:00:00,-0.020850434773221887,32025,-667.7351736124309,870222.95,24.707483333333332
2021-06-08 03:00:00,0.025596089033275267,30269,774.768018948209,780968.5,23.83344333333333
2021-06-08 06:00:00,-0.03352799720309754,31446,-1054.3214000486053,343188.89,23.842183333333335
2021-06-08 09:00:00,-0.06507734587020786,28906,-1881.1257597242284,260605.87,23.94272666666667
2021-06-08 12:00:00,0.04011390983775901,49081,1968.83080874705,1025965.44,23.72055333333333
2021-06-08 15:00:00,-0.046574577516606215,49921,-2325.049484206499,1484689.47,22.585273333333333
2021-06-08 18:00:00,-0.10506679627574551,40751,-4281.577015032905,830438.84,23.564246666666666
2021-06-08 21:00:00,-0.08133330477302603,29486,-2398.1938245374454,347090.89,24.244960000000003
2021-06-09 00:00:00,-0.01232533882575113,25839,-318.47442991858344,759594.79,23.507566666666666
2021-06-09 03:00:00,-0.05002388208333163,32932,-1647.3864847682773,426012.58999999997,23.022993333333332
2021-06-09 06:00:00,-0.023902956075993565,41576,-993.7893018155085,300926.98,23.741726666666665
2021-06-09 09:00:00,-0.016489962206382096,33733,-556.2558951078872,252798.02000000002,23.581806666666665
2021-06-09 12:00:00,-0.010043659000703186,48576,-487.88077961815793,463662.43000000005,24.126936666666666
2021-06-09 15:00:00,-0.007179465502560386,55675,-399.71674185504946,859002.29,24.669549999999997
2021-06-09 18:00:00,-0.03139600029591383,46511,-1460.259369763248,472776.23,24.995806666666667
2021-06-09 21:00:00,-0.04251435309680492,38950,-1655.9340531205517,343651.28,25.112026666666665
2021-06-10 00:00:00,-0.038908746980023924,36189,-1408.0686444600858,337844.17000000004,25.202073333333335
2021-06-10 03:00:00,0.047498985515582,30756,1460.87879851724,285160.93,24.81748
2021-06-10 06:00:00,0.07218848676555856,29283,2113.8954579558513,266997.69,24.480273333333333
2021-06-10 09:00:00,0.01955096565450205,34487,674.2541525268122,262138.63,24.298743333333334
2021-06-10 12:00:00,0.03916546203969296,56851,2226.5956824185846,289637.28,24.43329
2021-06-10 15:00:00,0.03451017460260563,49283,1700.7649349402132,476666.8,23.67493
2021-06-10 18:00:00,-0.044256379495910596,37153,-1644.2572674115663,435826.31,23.28203333333333
2021-06-10 21:00:00,-0.015161853908162435,28072,-425.62356290993586,231528.08000000002,23.327906666666667
2021-06-11 00:00:00,0.01175575245535841,26153,307.4481939649885,409949.5399999999,22.811809999999998
2021-06-11 03:00:00,0.07085553232118683,23863,1690.8255677804812,344285.20999999996,22.99928
2021-06-11 06:00:00,0.0628580302748709,25248,1587.0395483799405,112808.33,22.763423333333336
2021-06-11 09:00:00,0.050785075211438505,29956,1521.3177130338518,99358.8,22.97525
2021-06-11 12:00:00,0.009761598822140801,35777,349.24072105973147,252578.91999999998,23.06795
2021-06-11 15:00:00,-0.0037341933476275745,39419,-147.19816757013135,452650.16000000003,22.449609999999996
2021-06-11 18:00:00,-0.034081562882158016,32217,-1098.0057113744847,633635.7200000001,22.084189999999996
2021-06-11 21:00:00,-0.05270043123941758,25991,-1369.7369083437025,763476.2699999999,21.380830000000003
2021-06-12 00:00:00,-0.051589971277156255,21775,-1123.3716245600774,895549.06,21.027886666666664
2021-06-12 03:00:00,-0.02144482424939872,20118,-431.4269742494035,517790.9,20.299833333333332
2021-06-12 06:00:00,0.012357039578296248,20322,251.11975831013635,228540.04,20.38996
2021-06-12 09:00:00,0.0012056217937166942,21629,26.076393776298378,298768.58,20.63003
2021-06-12 12:00:00,0.14722868573370307,39513,5817.447059395809,430674.46,21.556449999999998
2021-06-12 15:00:00,0.07937448264974732,33778,2681.111274943165,404521.52,21.690706666666667
2021-06-12 18:00:00,-0.026559932525407153,27258,-723.9706407775482,410610.3300000001,22.09262
2021-06-12 21:00:00,0.04870617492446918,24850,1210.3484468730592,211993.44999999998,21.960043333333335
2021-06-13 00:00:00,0.06286049841559821,22005,1383.2452676352386,275000.82,21.857979999999998
2021-06-13 03:00:00,0.1114520727347893,22776,2538.4324086075612,396590.75,21.253130000000002
2021-06-13 06:00:00,0.08984611148373398,22482,2019.9202783773073,118667.69,20.854583333333334
2021-06-13 09:00:00,0.042115039896960485,22962,967.0455461140067,79281.11,21.02068
2021-06-13 12:00:00,0.04485119069104991,29984,1344.8181016804406,205463.08000000002,20.932783333333333
2021-06-13 15:00:00,0.01042959146420884,37700,393.19559820067326,525068.1499999999,20.88676
2021-06-13 18:00:00,-0.010644049020403827,44749,-476.31054961405084,769624.11,22.206286666666667
2021-06-13 21:00:00,-0.02433359543310899,33196,-807.778033997486,580790.78,23.616366666666668
2021-06-14 00:00:00,0.009124704526405741,24898,227.18689329845014,423330.39,23.380533333333336
2021-06-14 03:00:00,0.03239248349219341,23296,754.6152954341377,307786.11,23.328453333333332
2021-06-14 06:00:00,0.11848350913556917,31031,3676.661771985847,267037.0,23.477943333333332
2021-06-14 09:00:00,0.08768310538325394,34501,3025.1548188276442,274508.08,23.02142333333333
2021-06-14 12:00:00,0.06049286234371589,49413,2989.1338069900335,667885.74,23.422503333333335
2021-06-14 15:00:00,0.039049558659880544,44386,1733.2537106774578,548183.51,24.527613333333335
2021-06-14 18:00:00,-0.020803468435998312,36677,-763.0088118271101,352112.75,24.263223333333332
2021-06-14 21:00:00,-0.0138305155105998,28850,-399.0103724808042,312926.4,24.35880333333333
2021-06-15 00:00:00,0.036457989618422205,29441,1073.359672355968,472783.68,25.13938333333333
2021-06-15 03:00:00,0.05802340534951375,26779,1553.8087718546287,377788.37,25.709196666666667
2021-06-15 06:00:00,0.03400094082741213,24960,848.6634830522069,215731.71,26.157816666666672
2021-06-15 09:00:00,0.07942803653323341,28160,2236.693508775853,243807.72999999998,25.752746666666667
2021-06-15 12:00:00,0.0705125785293021,38362,2705.003537541087,683083.6799999999,25.722693333333336
2021-06-15 15:00:00,0.0488917046309725,37504,1833.6344904799926,263298.18,25.088759999999997
2021-06-15 18:00:00,-0.032821598353511915,36066,-1183.7437662177608,616154.0,25.283320000000003
2021-06-15 21:00:00,-0.0881115111803385,25664,-2261.293822932207,204948.68,24.760746666666666
2021-06-16 00:00:00,-0.022454370018898943,22420,-503.4269758237143,387971.0800000001,24.258396666666666
2021-06-16 03:00:00,0.058246821287576335,21365,1244.4433368090683,175780.36,24.279840000000004
2021-06-16 06:00:00,0.04475926034916912,22083,988.4187462907016,149565.07,24.458346666666667
2021-06-16 09:00:00,0.09701152604765222,26815,2601.3640709677943,291416.16,24.186276666666668
2021-06-16 12:00:00,0.1125508082205496,35739,4022.453334994222,274975.74,23.675323333333335
2021-06-16 15:00:00,0.03919168024613822,38959,1526.8686707092988,428020.83,23.271246666666666
2021-06-16 18:00:00,-0.01571467588965728,36431,-572.5013573361043,472787.84,23.566433333333332
2021-06-16 21:00:00,-0.012504271063630742,25912,-324.0106718007998,323533.69,23.48787
2021-06-17 00:00:00,0.07108036421562988,23222,1650.6282178153572,189116.2,23.42611666666667
2021-06-17 03:00:00,0.12918163345072892,23529,3039.514653462201,136530.37,23.93161333333333
2021-06-17 06:00:00,0.10851900934447478,25401,2756.491356359004,146521.66999999998,24.078023333333334
2021-06-17 09:00:00,-0.04352839305194667,31871,-1387.2934149585922,123744.94,24.290536666666668
2021-06-17 12:00:00,0.008111107959376775,41519,336.76509136536436,250318.39,23.820873333333335
2021-06-17 15:00:00,0.07533785575055656,50676,3817.821178015204,515024.88,23.714593333333337
2021-06-17 18:00:00,-0.023013585131834352,39059,-898.887621664318,308465.68,22.949166666666667
2021-06-17 21:00:00,0.03543690779584607,29293,1038.0533400637191,170463.89,23.077973333333333
2021-06-18 00:00:00,-0.006261592303108258,25853,-161.8809458122578,245034.06,22.96969
2021-06-18 03:00:00,0.04767302432976268,23498,1120.2207257007633,181492.38,22.82294
2021-06-18 06:00:00,0.02608036326903697,23944,624.4682181138212,112592.31999999999,22.62082
2021-06-18 09:00:00,-0.012315874369797484,25954,-319.6462033937239,262907.11,22.596320000000002
2021-06-18 12:00:00,-0.010983134036112932,33736,-370.5270098423059,637721.74,22.229406666666666
2021-06-18 15:00:00,0.06709105099003147,39072,2621.38154428251,555822.02,21.471946666666668
2021-06-18 18:00:00,-0.005576302049883618,33608,-187.40835929248863,632991.9,20.838863333333332
2021-06-18 21:00:00,0.0035091241346272358,23819,83.58382776268613,288213.94,21.137116666666667
2021-06-19 00:00:00,0.05578262095617037,21944,1224.0938342622026,256592.11,21.392516666666666
2021-06-19 03:00:00,0.04761453855147921,20164,960.0995553520268,292800.08999999997,20.887983333333334
2021-06-19 06:00:00,0.01717758151593142,20448,351.2471868377657,80755.89,21.42775
2021-06-19 09:00:00,0.006327236092593431,22407,141.77437912674102,161003.32,21.336460000000002
2021-06-19 12:00:00,0.07349342990854106,33434,2457.1793355621617,192918.3,21.41982
2021-06-19 15:00:00,0.03101463511989107,32485,1007.5104218696615,160573.89,21.52839
2021-06-19 18:00:00,-0.06064671071042907,26723,-1620.662050314796,278023.4,20.94418333333333
2021-06-19 21:00:00,-0.028208784691276537,19556,-551.650993422604,261262.09,20.758033333333334
2021-06-20 00:00:00,0.019767990801734574,17200,340.0094417898347,271418.33,20.381036666666667
2021-06-20 03:00:00,0.08397635960578739,17063,1432.8886239535502,201591.22,20.561429999999998
2021-06-20 06:00:00,0.08837611847885268,18390,1625.236818826101,55706.579999999994,20.572763333333334
2021-06-20 09:00:00,0.08620421519918715,24919,2148.1228385485447,586441.45,19.990803333333332
2021-06-20 12:00:00,-0.010532492529260603,29776,-313.61549755126373,408192.48,19.519003333333334
2021-06-20 15:00:00,-0.015989721300417026,31483,-503.4043957010292,313166.79000000004,20.163993333333334
2021-06-20 18:00:00,-0.0630346002229293,28368,-1788.1655391240583,434487.09,20.803733333333337
2021-06-20 21:00:00,-0.09382846088477322,21755,-2041.2381665482412,294837.67,21.834336666666662
2021-06-21 00:00:00,-0.14873773808869564,22604,-3362.0678317568763,375050.0,21.494583333333335
2021-06-21 03:00:00,-0.11830789955940048,23852,-2821.88002029082,899536.09,20.670516666666668
2021-06-21 06:00:00,-0.06078578972830051,26939,-1637.5083894906875,933281.8,19.70606666666667
2021-06-21 09:00:00,-0.05813865144398523,33459,-1945.2611386643018,1133520.4100000001,18.818849999999998
2021-06-21 12:00:00,-0.03906739094491781,44574,-1741.3898839787664,920331.48,18.757773333333333
2021-06-21 15:00:00,-0.044779835459679694,43983,-1969.551503023092,1231755.48,18.642496666666666
2021-06-21 18:00:00,-0.09177111068588165,35402,-3248.880860501582,925177.0900000001,18.560100000000002
2021-06-21 21:00:00,-0.10473391656640282,31506,-3299.7467753410874,1623013.0699999998,17.69228666666667
2021-06-22 00:00:00,-0.023849498461446537,28488,-679.4245121696889,1277287.08,17.679613333333336
2021-06-22 03:00:00,0.0020355022905205276,21089,42.926707804787405,467134.04000000004,18.408136666666667
2021-06-22 06:00:00,0.03038961730097596,25148,764.2380958849434,362991.69999999995,17.936446666666665
2021-06-22 09:00:00,-0.06414249873522136,27458,-1761.2247302717083,1009611.89,16.85323
2021-06-22 12:00:00,-0.06276165925371457,57499,-3608.7326454293343,2903095.2199999997,15.711963333333335
2021-06-22 15:00:00,-0.041369356832347354,45100,-1865.7579931388657,1839347.81,16.926053333333332
2021-06-22 18:00:00,-0.03911344471799594,35111,-1373.3121574935553,798288.9400000001,17.47411333333333
2021-06-22 21:00:00,-0.07977399860236069,25458,-2030.8864564188984,755021.1299999999,17.10045666666667
2021-06-23 00:00:00,-0.060645722006537096,25832,-1566.6002908728663,1227824.9,17.48874
2021-06-23 03:00:00,-0.010835820020254782,23049,-249.75481564685245,460438.9,18.437843333333333
2021-06-23 06:00:00,0.035443410515428646,24151,855.9938073581172,278930.54,18.864549999999998
2021-06-23 09:00:00,0.014159563753352904,25594,362.39987470331425,301759.05,18.575496666666666
2021-06-23 12:00:00,0.021037595021976233,35428,745.319916438574,630355.9199999999,18.64668
2021-06-23 15:00:00,0.053114023899901705,36257,1925.7551645387362,373716.18999999994,18.39876
2021-06-23 18:00:00,-0.0294657925139015,33071,-974.4632242272364,510948.47,17.739726666666666
2021-06-23 21:00:00,-0.01920359953764019,23739,-455.8742494240405,298764.13,17.880816666666664
2021-06-24 00:00:00,0.046400210686979,21949,1018.438224368502,467662.66000000003,17.988776666666666
2021-06-24 03:00:00,0.07340383407326144,22941,1683.9573574746908,252541.08000000002,17.61558
