time,sentiment_score,tweet volume,Weighted Sentiment,Volume XLM,open XLM
2021-06-01 00:00:00,0.03234467843610995,23568,762.2993813822393,35909023,0.4056173333333333
2021-06-01 03:00:00,0.03915905956052937,19750,773.391426320455,16453588,0.39855233333333334
2021-06-01 06:00:00,0.020239276561083146,23477,475.157495824549,15777219,0.4024033333333333
2021-06-01 09:00:00,0.006470430079751599,24964,161.5278165109189,10567099,0.393396
2021-06-01 12:00:00,0.0854241677689737,36552,3122.4241802915267,84840718,0.40223233333333336
2021-06-01 15:00:00,0.050746999407550106,40993,2080.2717467137013,39834783,0.42832600000000004
2021-06-01 18:00:00,0.06559790290045056,33467,2195.3650163693787,24764154,0.4232806666666667
2021-06-01 21:00:00,-0.03984656694525473,23715,-944.9613351067159,30484414,0.4223036666666667
2021-06-02 00:00:00,0.013595492764292076,20898,284.11860778817584,22340157,0.41340666666666664
2021-06-02 03:00:00,0.03903823874147935,19846,774.7528860633993,18064036,0.4114873333333333
2021-06-02 06:00:00,0.015497104041803635,26953,417.6934452387334,13482933,0.4193823333333333
2021-06-02 09:00:00,0.0553036447180218,30576,1690.9642408982345,9258338,0.417872
2021-06-02 12:00:00,0.09392973416942847,41862,3932.086531800615,15674533,0.4177033333333333
2021-06-02 15:00:00,0.03835321946578979,40080,1537.1970361888548,21863040,0.424348
2021-06-02 18:00:00,-0.02974802744234932,30541,-908.5345061167906,15300054,0.42366666666666664
2021-06-02 21:00:00,-0.05682847943417437,24168,-1373.4306909651261,12029781,0.42114366666666664
2021-06-03 00:00:00,0.03758038118370825,21363,802.8296832275594,17130237,0.416627
2021-06-03 03:00:00,-0.005126917625830216,19439,-99.66215172851356,13414345,0.4182806666666667
2021-06-03 06:00:00,-0.017329473584347697,23761,-411.7656218376856,10101052,0.4248246666666667
2021-06-03 09:00:00,-0.04635340142330052,27647,-1281.5324891499895,15027391,0.42846433333333334
2021-06-03 12:00:00,-0.008175939596924503,33475,-273.6895780070477,12407403,0.4240743333333333
2021-06-03 15:00:00,0.0007969095985832,34317,27.347546694579673,14599545,0.4210243333333334
2021-06-03 18:00:00,-0.03433204605091571,29155,-1000.9508026144474,12359935,0.4191023333333333
2021-06-03 21:00:00,-0.022190629403385745,23302,-517.0860463576946,12722145,0.42134033333333337
2021-06-04 00:00:00,0.015807762208879996,36009,569.2217093795598,42219014,0.41536100000000004
2021-06-04 03:00:00,0.04774875471327038,32337,1544.0514811630242,17044484,0.401851
2021-06-04 06:00:00,-0.014714982857113257,34061,-501.20703109613464,17530366,0.383502
2021-06-04 09:00:00,0.012215307945817587,36893,450.65935604504824,11371743,0.38209066666666663
2021-06-04 12:00:00,0.015806580121741624,48048,759.4745616894415,22150342,0.3835276666666667
2021-06-04 15:00:00,0.016662252944197296,45316,755.0666544192446,13952620,0.38518366666666665
2021-06-04 18:00:00,0.005606588165676892,36342,203.75462711702963,11543265,0.38939233333333334
2021-06-04 21:00:00,0.002907889183603872,29779,86.5940319985397,16171602,0.392026
2021-06-05 00:00:00,0.08052197042115114,26599,2141.803891232199,10970742,0.39126299999999997
2021-06-05 03:00:00,0.09894486661977724,25290,2502.315676814166,12326426,0.39688166666666663
2021-06-05 06:00:00,0.017312554790551583,28654,496.07394496846507,13388695,0.3996746666666667
2021-06-05 09:00:00,-0.009153960596281575,32188,-294.6476836731114,19996767,0.38901199999999997
2021-06-05 12:00:00,-0.016227839680172038,38570,-625.9077764642354,12970418,0.37882499999999997
2021-06-05 15:00:00,-0.022508809515219826,40174,-904.2689134644413,14813610,0.3798913333333333
2021-06-05 18:00:00,-0.049255565239036195,41443,-2041.298390201377,16265119,0.37712066666666666
2021-06-05 21:00:00,-0.07232575183479648,45985,-3325.8996981231157,17744091,0.3717983333333333
2021-06-06 00:00:00,-0.039449913993465056,32022,-1263.265145898738,9818808,0.3770226666666667
2021-06-06 03:00:00,-0.05725167481704903,33161,-1898.5227886081627,11707474,0.3810793333333333
2021-06-06 06:00:00,0.005304356308278314,32961,174.8368882771615,7362104,0.38322399999999995
2021-06-06 09:00:00,-0.02543186552821271,32795,-834.0380299977359,5194960,0.3821906666666666
2021-06-06 12:00:00,-0.03673376410054389,41759,-1533.9652550746123,8856643,0.3783046666666667
2021-06-06 15:00:00,-0.021900451679222128,44309,-970.3871134546532,10498560,0.380981
2021-06-06 18:00:00,-0.07388260423822687,46171,-3411.233720283173,6819674,0.3785983333333333
2021-06-06 21:00:00,-0.038661989759768804,32463,-1255.0841735713748,7265552,0.3795986666666667
2021-06-07 00:00:00,0.010833281831757339,26317,285.0994779663579,11693463,0.3845636666666667
2021-06-07 03:00:00,0.01631475427069032,26410,430.8726602889314,10243337,0.3880053333333333
2021-06-07 06:00:00,0.08491772614109877,30963,2629.3075545068414,7707624,0.3844476666666667
2021-06-07 09:00:00,0.10008702318429052,34128,3415.769927233467,8565756,0.385805
2021-06-07 12:00:00,0.01448583306422113,45762,662.9006926848873,10636757,0.3864993333333333
2021-06-07 15:00:00,-0.014093520827501694,43239,-609.3897470603457,11714876,0.3795633333333333
2021-06-07 18:00:00,-0.04152315602492705,44580,-1851.1022955912479,24394340,0.37199566666666667
2021-06-07 21:00:00,-0.07090219352735207,40209,-2850.906299541299,33175852,0.35797666666666667
2021-06-08 00:00:00,-0.020850434773221887,32025,-667.7351736124309,31081455,0.3469596666666667
2021-06-08 03:00:00,0.025596089033275267,30269,774.768018948209,24909631,0.333866
2021-06-08 06:00:00,-0.03352799720309754,31446,-1054.3214000486053,12662564,0.337121
2021-06-08 09:00:00,-0.06507734587020786,28906,-1881.1257597242284,11713725,0.33888066666666666
2021-06-08 12:00:00,0.04011390983775901,49081,1968.83080874705,29305508,0.336262
2021-06-08 15:00:00,-0.046574577516606215,49921,-2325.049484206499,34860074,0.3266253333333333
2021-06-08 18:00:00,-0.10506679627574551,40751,-4281.577015032905,15830693,0.3418076666666667
2021-06-08 21:00:00,-0.08133330477302603,29486,-2398.1938245374454,13133499,0.352049
2021-06-09 00:00:00,-0.01232533882575113,25839,-318.47442991858344,19749643,0.33997600000000006
2021-06-09 03:00:00,-0.05002388208333163,32932,-1647.3864847682773,16531434,0.3312709999999999
2021-06-09 06:00:00,-0.023902956075993565,41576,-993.7893018155085,9191137,0.34156933333333334
2021-06-09 09:00:00,-0.016489962206382096,33733,-556.2558951078872,9189911,0.33694833333333335
2021-06-09 12:00:00,-0.010043659000703186,48576,-487.88077961815793,13858945,0.34344233333333335
2021-06-09 15:00:00,-0.007179465502560386,55675,-399.71674185504946,22283060,0.347156
2021-06-09 18:00:00,-0.03139600029591383,46511,-1460.259369763248,15793381,0.35452100000000003
2021-06-09 21:00:00,-0.04251435309680492,38950,-1655.9340531205517,12939501,0.35484800000000005
2021-06-10 00:00:00,-0.038908746980023924,36189,-1408.0686444600858,11039981,0.361905
2021-06-10 03:00:00,0.047498985515582,30756,1460.87879851724,9242229,0.35841233333333333
2021-06-10 06:00:00,0.07218848676555856,29283,2113.8954579558513,12358372,0.354227
2021-06-10 09:00:00,0.01955096565450205,34487,674.2541525268122,9757814,0.3489043333333333
2021-06-10 12:00:00,0.03916546203969296,56851,2226.5956824185846,9973789,0.3489356666666666
2021-06-10 15:00:00,0.03451017460260563,49283,1700.7649349402132,12676164,0.3412016666666667
2021-06-10 18:00:00,-0.044256379495910596,37153,-1644.2572674115663,8679029,0.33799599999999996
2021-06-10 21:00:00,-0.015161853908162435,28072,-425.62356290993586,8897246,0.33833566666666665
2021-06-11 00:00:00,0.01175575245535841,26153,307.4481939649885,14929551,0.33268
2021-06-11 03:00:00,0.07085553232118683,23863,1690.8255677804812,8832578,0.3351023333333334
2021-06-11 06:00:00,0.0628580302748709,25248,1587.0395483799405,8971809,0.33555
2021-06-11 09:00:00,0.050785075211438505,29956,1521.3177130338518,8753834,0.337976
2021-06-11 12:00:00,0.009761598822140801,35777,349.24072105973147,7530454,0.3377073333333333
2021-06-11 15:00:00,-0.0037341933476275745,39419,-147.19816757013135,13821932,0.3305976666666666
2021-06-11 18:00:00,-0.034081562882158016,32217,-1098.0057113744847,12994755,0.324874
2021-06-11 21:00:00,-0.05270043123941758,25991,-1369.7369083437025,16206795,0.3190153333333334
2021-06-12 00:00:00,-0.051589971277156255,21775,-1123.3716245600774,22882224,0.3118863333333333
2021-06-12 03:00:00,-0.02144482424939872,20118,-431.4269742494035,15051934,0.30301566666666674
2021-06-12 06:00:00,0.012357039578296248,20322,251.11975831013635,7703751,0.3096313333333333
2021-06-12 09:00:00,0.0012056217937166942,21629,26.076393776298378,9243112,0.3120543333333333
2021-06-12 12:00:00,0.14722868573370307,39513,5817.447059395809,14420128,0.32315733333333335
2021-06-12 15:00:00,0.07937448264974732,33778,2681.111274943165,17223631,0.3265693333333333
2021-06-12 18:00:00,-0.026559932525407153,27258,-723.9706407775482,14989635,0.337499
2021-06-12 21:00:00,0.04870617492446918,24850,1210.3484468730592,9691497,0.33512666666666663
2021-06-13 00:00:00,0.06286049841559821,22005,1383.2452676352386,14410748,0.32748166666666667
2021-06-13 03:00:00,0.1114520727347893,22776,2538.4324086075612,14181577,0.317445
2021-06-13 06:00:00,0.08984611148373398,22482,2019.9202783773073,4019412,0.3140363333333333
2021-06-13 09:00:00,0.042115039896960485,22962,967.0455461140067,3791737,0.31988333333333335
2021-06-13 12:00:00,0.04485119069104991,29984,1344.8181016804406,5838634,0.3198526666666667
2021-06-13 15:00:00,0.01042959146420884,37700,393.19559820067326,8390502,0.31974833333333336
2021-06-13 18:00:00,-0.010644049020403827,44749,-476.31054961405084,23746663,0.3342226666666666
2021-06-13 21:00:00,-0.02433359543310899,33196,-807.778033997486,15273700,0.3465756666666666
2021-06-14 00:00:00,0.009124704526405741,24898,227.18689329845014,14551670,0.343234
2021-06-14 03:00:00,0.03239248349219341,23296,754.6152954341377,8914074,0.33873
2021-06-14 06:00:00,0.11848350913556917,31031,3676.661771985847,20087912,0.3391946666666667
2021-06-14 09:00:00,0.08768310538325394,34501,3025.1548188276442,6191172,0.329501
2021-06-14 12:00:00,0.06049286234371589,49413,2989.1338069900335,13461882,0.3345006666666667
2021-06-14 15:00:00,0.039049558659880544,44386,1733.2537106774578,17669664,0.34157666666666664
2021-06-14 18:00:00,-0.020803468435998312,36677,-763.0088118271101,11887355,0.3387993333333333
2021-06-14 21:00:00,-0.0138305155105998,28850,-399.0103724808042,9953722,0.338439
2021-06-15 00:00:00,0.036457989618422205,29441,1073.359672355968,16704351,0.34210633333333335
2021-06-15 03:00:00,0.05802340534951375,26779,1553.8087718546287,13840747,0.345582
2021-06-15 06:00:00,0.03400094082741213,24960,848.6634830522069,7986152,0.34681999999999996
2021-06-15 09:00:00,0.07942803653323341,28160,2236.693508775853,12629634,0.340648
2021-06-15 12:00:00,0.0705125785293021,38362,2705.003537541087,17481063,0.3383406666666667
2021-06-15 15:00:00,0.0488917046309725,37504,1833.6344904799926,11201865,0.334486
2021-06-15 18:00:00,-0.032821598353511915,36066,-1183.7437662177608,17814612,0.33715366666666663
2021-06-15 21:00:00,-0.0881115111803385,25664,-2261.293822932207,5993781,0.3337466666666667
2021-06-16 00:00:00,-0.022454370018898943,22420,-503.4269758237143,9485038,0.3310356666666667
2021-06-16 03:00:00,0.058246821287576335,21365,1244.4433368090683,10801753,0.33180266666666663
2021-06-16 06:00:00,0.04475926034916912,22083,988.4187462907016,7622135,0.3378216666666667
2021-06-16 09:00:00,0.09701152604765222,26815,2601.3640709677943,12395254,0.33537533333333336
2021-06-16 12:00:00,0.1125508082205496,35739,4022.453334994222,14912144,0.32675000000000004
2021-06-16 15:00:00,0.03919168024613822,38959,1526.8686707092988,27023872,0.319271
2021-06-16 18:00:00,-0.01571467588965728,36431,-572.5013573361043,15471469,0.3199093333333333
2021-06-16 21:00:00,-0.012504271063630742,25912,-324.0106718007998,6891094,0.320761
2021-06-17 00:00:00,0.07108036421562988,23222,1650.6282178153572,5333609,0.32051233333333334
2021-06-17 03:00:00,0.12918163345072892,23529,3039.514653462201,4225978,0.32490433333333335
2021-06-17 06:00:00,0.10851900934447478,25401,2756.491356359004,5539211,0.32632599999999995
2021-06-17 09:00:00,-0.04352839305194667,31871,-1387.2934149585922,6171750,0.32874933333333334
2021-06-17 12:00:00,0.008111107959376775,41519,336.76509136536436,8036802,0.3237563333333333
2021-06-17 15:00:00,0.07533785575055656,50676,3817.821178015204,14646290,0.3218283333333333
2021-06-17 18:00:00,-0.023013585131834352,39059,-898.887621664318,14060170,0.31318
2021-06-17 21:00:00,0.03543690779584607,29293,1038.0533400637191,6842126,0.31465166666666666
2021-06-18 00:00:00,-0.006261592303108258,25853,-161.8809458122578,12124078,0.31428100000000003
2021-06-18 03:00:00,0.04767302432976268,23498,1120.2207257007633,4369960,0.314498
2021-06-18 06:00:00,0.02608036326903697,23944,624.4682181138212,4060935,0.31246233333333334
2021-06-18 09:00:00,-0.012315874369797484,25954,-319.6462033937239,7894583,0.3141373333333333
2021-06-18 12:00:00,-0.010983134036112932,33736,-370.5270098423059,23856399,0.31033499999999997
2021-06-18 15:00:00,0.06709105099003147,39072,2621.38154428251,17566428,0.29646633333333333
2021-06-18 18:00:00,-0.005576302049883618,33608,-187.40835929248863,21863230,0.288885
2021-06-18 21:00:00,0.0035091241346272358,23819,83.58382776268613,6975410,0.2948026666666667
2021-06-19 00:00:00,0.05578262095617037,21944,1224.0938342622026,6651183,0.297453
2021-06-19 03:00:00,0.04761453855147921,20164,960.0995553520268,5413684,0.29383766666666666
2021-06-19 06:00:00,0.01717758151593142,20448,351.2471868377657,5593104,0.2998
2021-06-19 09:00:00,0.006327236092593431,22407,141.77437912674102,7896423,0.301361
2021-06-19 12:00:00,0.07349342990854106,33434,2457.1793355621617,9329512,0.30074866666666666
2021-06-19 15:00:00,0.03101463511989107,32485,1007.5104218696615,6739393,0.302089
2021-06-19 18:00:00,-0.06064671071042907,26723,-1620.662050314796,11821317,0.2959016666666667
2021-06-19 21:00:00,-0.028208784691276537,19556,-551.650993422604,8858763,0.29223699999999997
2021-06-20 00:00:00,0.019767990801734574,17200,340.0094417898347,10200827,0.287858
2021-06-20 03:00:00,0.08397635960578739,17063,1432.8886239535502,5798384,0.2909536666666666
2021-06-20 06:00:00,0.08837611847885268,18390,1625.236818826101,3849723,0.29201866666666665
2021-06-20 09:00:00,0.08620421519918715,24919,2148.1228385485447,23163500,0.28257
2021-06-20 12:00:00,-0.010532492529260603,29776,-313.61549755126373,18964458,0.27575066666666664
2021-06-20 15:00:00,-0.015989721300417026,31483,-503.4043957010292,10265103,0.28634200000000004
2021-06-20 18:00:00,-0.0630346002229293,28368,-1788.1655391240583,9814071,0.29143800000000003
2021-06-20 21:00:00,-0.09382846088477322,21755,-2041.2381665482412,14249362,0.2978803333333333
2021-06-21 00:00:00,-0.14873773808869564,22604,-3362.0678317568763,15509965,0.29786966666666664
2021-06-21 03:00:00,-0.11830789955940048,23852,-2821.88002029082,17099084,0.28898
2021-06-21 06:00:00,-0.06078578972830051,26939,-1637.5083894906875,26186267,0.27646299999999996
2021-06-21 09:00:00,-0.05813865144398523,33459,-1945.2611386643018,32736350,0.2642043333333333
2021-06-21 12:00:00,-0.03906739094491781,44574,-1741.3898839787664,23757086,0.261533
2021-06-21 15:00:00,-0.044779835459679694,43983,-1969.551503023092,22154255,0.26003866666666664
2021-06-21 18:00:00,-0.09177111068588165,35402,-3248.880860501582,17044008,0.25825233333333336
2021-06-21 21:00:00,-0.10473391656640282,31506,-3299.7467753410874,50448391,0.24587099999999998
2021-06-22 00:00:00,-0.023849498461446537,28488,-679.4245121696889,38611670,0.24113133333333336
2021-06-22 03:00:00,0.0020355022905205276,21089,42.926707804787405,18599353,0.253696
2021-06-22 06:00:00,0.03038961730097596,25148,764.2380958849434,18067084,0.2493483333333333
2021-06-22 09:00:00,-0.06414249873522136,27458,-1761.2247302717083,30692949,0.23131100000000002
2021-06-22 12:00:00,-0.06276165925371457,57499,-3608.7326454293343,81949266,0.20999333333333334
2021-06-22 15:00:00,-0.041369356832347354,45100,-1865.7579931388657,47368857,0.2296216666666667
2021-06-22 18:00:00,-0.03911344471799594,35111,-1373.3121574935553,26909334,0.23926166666666668
2021-06-22 21:00:00,-0.07977399860236069,25458,-2030.8864564188984,26313760,0.23631966666666662
2021-06-23 00:00:00,-0.060645722006537096,25832,-1566.6002908728663,44793174,0.24470099999999997
2021-06-23 03:00:00,-0.010835820020254782,23049,-249.75481564685245,19521664,0.257546
2021-06-23 06:00:00,0.035443410515428646,24151,855.9938073581172,13089569,0.26390566666666665
2021-06-23 09:00:00,0.014159563753352904,25594,362.39987470331425,15289811,0.261361
2021-06-23 12:00:00,0.021037595021976233,35428,745.319916438574,23568022,0.261841
2021-06-23 15:00:00,0.053114023899901705,36257,1925.7551645387362,16398604,0.258407
2021-06-23 18:00:00,-0.0294657925139015,33071,-974.4632242272364,16869241,0.25215766666666667
2021-06-23 21:00:00,-0.01920359953764019,23739,-455.8742494240405,13170468,0.249927
2021-06-24 00:00:00,0.046400210686979,21949,1018.438224368502,14311432,0.25117300000000004
2021-06-24 03:00:00,0.07340383407326144,22941,1683.9573574746908,11143977,0.24861433333333335
2021-06-24 06:00:00,0.006992243632056278,23272,162.7234938052137,19121983,0.259199
